"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prokka_AMPS04__gff","Prokka_AMPS05__gff","Prokka_AMPS17__gff","Prokka_AMPS22__gff","Prokka_AMPS23__gff","Prokka_AMPS34__gff"
"lrp_3","","Leucine-responsive regulatory protein","6","6","1","1","3779","","","","467","467","467","FAPEHDJO_03558","PECMOLEC_01892","GAOMCEMF_03261","HOKMPMND_01900","LGNEOHGC_03236","ANOIEJPP_02085"
"rpoZ","","DNA-directed RNA polymerase subunit omega","6","6","1","1","6102","","","","404","404","404","FAPEHDJO_06522","PECMOLEC_04988","GAOMCEMF_05188","HOKMPMND_03828","LGNEOHGC_00325","ANOIEJPP_05155"
"group_11686","","hypothetical protein","6","6","1","1","10744","","","","260","260","260","FAPEHDJO_05963","PECMOLEC_04408","GAOMCEMF_05728","HOKMPMND_04426","LGNEOHGC_00904","ANOIEJPP_04586"
"rpmI","","50S ribosomal protein L35","6","6","1","1","8839","","","","203","203","203","FAPEHDJO_05184","PECMOLEC_03597","GAOMCEMF_06517","HOKMPMND_05149","LGNEOHGC_01645","ANOIEJPP_03820"
"ompR_3","","Transcriptional regulatory protein OmpR","6","6","1","1","3817","","","","701","701","701","FAPEHDJO_03585","PECMOLEC_01920","GAOMCEMF_03233","HOKMPMND_01873","LGNEOHGC_03209","ANOIEJPP_02113"
"glnK","","Nitrogen regulatory protein P-II 2","6","6","1","1","1667","","","","350","350","350","FAPEHDJO_04680","PECMOLEC_03096","GAOMCEMF_02162","HOKMPMND_00725","LGNEOHGC_02142","ANOIEJPP_03305"
"bluB","","5,6-dimethylbenzimidazole synthase","6","6","1","1","4710","","","","686","686","686","FAPEHDJO_02713","PECMOLEC_01120","GAOMCEMF_04028","HOKMPMND_02722","LGNEOHGC_04080","ANOIEJPP_01255"
"group_11690","","hypothetical protein","6","6","1","1","6104","","","","149","149","149","FAPEHDJO_06524","PECMOLEC_04990","GAOMCEMF_05186","HOKMPMND_03826","LGNEOHGC_00323","ANOIEJPP_05157"
"group_11691","","hypothetical protein","6","6","1","1","7784","","","","224","224","224","FAPEHDJO_04276","PECMOLEC_02678","GAOMCEMF_02557","HOKMPMND_01121","LGNEOHGC_02531","ANOIEJPP_02878"
"group_11692","","Cold shock-like protein 7.0","6","6","1","1","3811","","","","215","215","215","FAPEHDJO_03580","PECMOLEC_01914","GAOMCEMF_03238","HOKMPMND_01878","LGNEOHGC_03214","ANOIEJPP_02108"
"glnB_1","","Nitrogen regulatory protein P-II","6","6","1","1","9885","","","","338","338","338","FAPEHDJO_02416","PECMOLEC_00732","GAOMCEMF_04327","HOKMPMND_03021","LGNEOHGC_04398","ANOIEJPP_00951"
"group_11694","","hypothetical protein","6","6","1","1","6425","","","","158","158","158","FAPEHDJO_06780","PECMOLEC_05254","GAOMCEMF_04910","HOKMPMND_03552","LGNEOHGC_00074","ANOIEJPP_05418"
"rpsO","","30S ribosomal protein S15","6","6","1","1","9023","","","","269","269","269","FAPEHDJO_05022","PECMOLEC_03439","GAOMCEMF_06678","HOKMPMND_05301","LGNEOHGC_01798","ANOIEJPP_03661"
"group_11696","","hypothetical protein","6","6","1","1","10337","","","","443","443","443","FAPEHDJO_05646","PECMOLEC_04078","GAOMCEMF_06027","HOKMPMND_04705","LGNEOHGC_01190","ANOIEJPP_04257"
"rpmF","","50S ribosomal protein L32","6","6","1","1","1558","","","","185","185","185","FAPEHDJO_04743","PECMOLEC_03168","GAOMCEMF_02067","HOKMPMND_00652","LGNEOHGC_02080","ANOIEJPP_03370"
"lacF_8","","Lactose transport system permease protein LacF","6","6","1","1","7625","","","","959","959","959","FAPEHDJO_04953","PECMOLEC_03375","GAOMCEMF_06746","HOKMPMND_05337","LGNEOHGC_01865","ANOIEJPP_03577"
"rplV","","50S ribosomal protein L22","6","6","1","1","6452","","","","389","389","389","FAPEHDJO_06807","PECMOLEC_05284","GAOMCEMF_04882","HOKMPMND_03524","LGNEOHGC_00046","ANOIEJPP_05447"
"group_1170","","hypothetical protein","6","6","1","1","4709","","","","1874","1874","1874","FAPEHDJO_02714","PECMOLEC_01121","GAOMCEMF_04027","HOKMPMND_02721","LGNEOHGC_04079","ANOIEJPP_01256"
"group_11700","","hypothetical protein","6","6","1","1","6429","","","","134","134","134","FAPEHDJO_06785","PECMOLEC_05260","GAOMCEMF_04905","HOKMPMND_03547","LGNEOHGC_00069","ANOIEJPP_05424"
"group_11701","ptsN_2","Nitrogen regulatory protein","6","6","1","1","12887","","","","464","464","464","FAPEHDJO_05373","PECMOLEC_03813","GAOMCEMF_06326","HOKMPMND_04978","LGNEOHGC_01455","ANOIEJPP_03995"
"group_11702","","hypothetical protein","6","6","1","1","5692","","","","188","188","188","FAPEHDJO_02886","PECMOLEC_01292","GAOMCEMF_03857","HOKMPMND_02554","LGNEOHGC_03905","ANOIEJPP_01429"
"group_11703","","hypothetical protein","6","6","1","1","1664","","","","188","188","188","FAPEHDJO_04683","PECMOLEC_03099","GAOMCEMF_02159","HOKMPMND_00722","LGNEOHGC_02139","ANOIEJPP_03308"
"rpmG","","50S ribosomal protein L33","6","6","1","1","6381","","","","167","167","167","FAPEHDJO_06761","PECMOLEC_05233","GAOMCEMF_04951","HOKMPMND_03573","LGNEOHGC_00093","ANOIEJPP_05397"
"group_11705","","hypothetical protein","6","6","1","1","3271","","","","200","200","200","FAPEHDJO_03181","PECMOLEC_01506","GAOMCEMF_03632","HOKMPMND_02288","LGNEOHGC_03672","ANOIEJPP_01697"
"rpsC","","30S ribosomal protein S3","6","6","1","1","6453","","","","731","731","731","FAPEHDJO_06808","PECMOLEC_05285","GAOMCEMF_04881","HOKMPMND_03523","LGNEOHGC_00045","ANOIEJPP_05448"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","6","6","1","1","3609","","","","1100","1100","1100","FAPEHDJO_03426","PECMOLEC_01762","GAOMCEMF_03384","HOKMPMND_02028","LGNEOHGC_03415","ANOIEJPP_01954"
"cspA_4","","Cold shock protein CspA","6","6","1","1","5283","","","","209","209","209","FAPEHDJO_00981","PECMOLEC_07507","GAOMCEMF_01372","HOKMPMND_00431","LGNEOHGC_05506","ANOIEJPP_05492"
"group_1171","","hypothetical protein","6","6","1","1","4708","","","","581","581","581","FAPEHDJO_02715","PECMOLEC_01122","GAOMCEMF_04026","HOKMPMND_02720","LGNEOHGC_04078","ANOIEJPP_01257"
"group_11711","","hypothetical protein","6","6","1","1","7983","","","","503","503","503","FAPEHDJO_04097","PECMOLEC_02513","GAOMCEMF_02720","HOKMPMND_01280","LGNEOHGC_02695","ANOIEJPP_02709"
"group_11712","","hypothetical protein","6","6","1","1","9988","","","","176","176","176","FAPEHDJO_02337","PECMOLEC_00648","GAOMCEMF_04402","HOKMPMND_03105","LGNEOHGC_04471","ANOIEJPP_00871"
"yejB","","Inner membrane ABC transporter permease protein YejB","6","6","1","1","8950","","","","1088","1088","1088","FAPEHDJO_05087","PECMOLEC_03507","GAOMCEMF_06611","HOKMPMND_05235","LGNEOHGC_01733","ANOIEJPP_03731"
"erpA","","Iron-sulfur cluster insertion protein ErpA","6","6","1","1","11189","","","","332","332","332","FAPEHDJO_02147","PECMOLEC_00418","GAOMCEMF_04700","HOKMPMND_03347","LGNEOHGC_04734","ANOIEJPP_00660"
"rpsL","","30S ribosomal protein S12","6","6","1","1","6440","","","","371","371","371","FAPEHDJO_06797","PECMOLEC_05272","GAOMCEMF_04893","HOKMPMND_03535","LGNEOHGC_00057","ANOIEJPP_05436"
"htrA","","Serine protease Do-like HtrA","6","6","1","1","5990","","","","905","905","905","FAPEHDJO_06427","PECMOLEC_04888","GAOMCEMF_05283","HOKMPMND_03924","LGNEOHGC_00418","ANOIEJPP_05059"
"group_11717","","hypothetical protein","6","6","1","1","8991","","","","365","365","365","FAPEHDJO_05052","PECMOLEC_03470","GAOMCEMF_06647","HOKMPMND_05269","LGNEOHGC_01768","ANOIEJPP_03693"
"group_11718","","hypothetical protein","6","6","1","1","7650","","","","491","491","491","FAPEHDJO_04931","PECMOLEC_03352","GAOMCEMF_06769","HOKMPMND_05359","LGNEOHGC_01888","ANOIEJPP_03553"
"ybeY","","Endoribonuclease YbeY","6","6","1","1","12926","","","","515","515","515","FAPEHDJO_05336","PECMOLEC_03779","GAOMCEMF_06365","HOKMPMND_05017","LGNEOHGC_01492","ANOIEJPP_03960"
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive","6","6","1","1","4707","","","","1061","1085","1067","FAPEHDJO_02716","PECMOLEC_01123","GAOMCEMF_04025","HOKMPMND_02719","LGNEOHGC_04077","ANOIEJPP_01258"
"group_11720","","hypothetical protein","6","6","1","1","6477","","","","353","353","353","FAPEHDJO_06831","PECMOLEC_05310","GAOMCEMF_04858","HOKMPMND_03499","LGNEOHGC_00023","ANOIEJPP_05472"
"group_11723","","hypothetical protein","6","6","1","1","3210","","","","281","281","281","FAPEHDJO_03128","PECMOLEC_01461","GAOMCEMF_03686","HOKMPMND_02340","LGNEOHGC_03725","ANOIEJPP_01651"
"group_11724","","hypothetical protein","6","6","1","1","5576","","","","266","266","266","FAPEHDJO_02790","PECMOLEC_01201","GAOMCEMF_03952","HOKMPMND_02646","LGNEOHGC_04002","ANOIEJPP_01337"
"cspC","","Cold shock-like protein CspC","6","6","1","1","3097","","","","212","212","212","FAPEHDJO_03066","PECMOLEC_01403","GAOMCEMF_03740","HOKMPMND_02401","LGNEOHGC_03786","ANOIEJPP_01543"
"group_11726","","hypothetical protein","6","6","1","1","9989","","","","215","215","215","FAPEHDJO_02336","PECMOLEC_00647","GAOMCEMF_04403","HOKMPMND_03106","LGNEOHGC_04472","ANOIEJPP_00870"
"group_11727","","hypothetical protein","6","6","1","1","7471","","","","275","275","275","FAPEHDJO_04877","PECMOLEC_03312","GAOMCEMF_01933","HOKMPMND_00516","LGNEOHGC_01946","ANOIEJPP_03515"
"group_11728","","hypothetical protein","6","6","1","1","12918","","","","491","491","491","FAPEHDJO_05344","PECMOLEC_03786","GAOMCEMF_06355","HOKMPMND_05009","LGNEOHGC_01484","ANOIEJPP_03968"
"group_11729","","hypothetical protein","6","6","1","1","11705","","","","326","326","326","FAPEHDJO_03908","PECMOLEC_02269","GAOMCEMF_02910","HOKMPMND_01540","LGNEOHGC_02883","ANOIEJPP_02459"
"group_1173","","Putative multidrug export ATP-binding/permease protein","6","6","1","1","4695","","","","1541","1838","1774","FAPEHDJO_02726","PECMOLEC_01131","GAOMCEMF_04019","HOKMPMND_02713","LGNEOHGC_04068","ANOIEJPP_01267"
"rpsQ","","30S ribosomal protein S17","6","6","1","1","6456","","","","239","239","239","FAPEHDJO_06811","PECMOLEC_05288","GAOMCEMF_04878","HOKMPMND_03520","LGNEOHGC_00042","ANOIEJPP_05451"
"cdhR_1","","HTH-type transcriptional regulator CdhR","6","6","1","1","4203","","","","1019","1019","1019","FAPEHDJO_02979","PECMOLEC_01312","GAOMCEMF_03827","HOKMPMND_02473","LGNEOHGC_03875","ANOIEJPP_01450"
"group_11732","","hypothetical protein","6","6","1","1","7942","","","","191","191","191","FAPEHDJO_04133","PECMOLEC_02551","GAOMCEMF_02684","HOKMPMND_01246","LGNEOHGC_02659","ANOIEJPP_02747"
"group_11733","","hypothetical protein","6","6","1","1","7944","","","","164","164","164","FAPEHDJO_04131","PECMOLEC_02549","GAOMCEMF_02686","HOKMPMND_01248","LGNEOHGC_02661","ANOIEJPP_02745"
"group_11734","","hypothetical protein","6","6","1","1","5310","","","","131","131","131","FAPEHDJO_01006","PECMOLEC_07049","GAOMCEMF_01348","HOKMPMND_00458","LGNEOHGC_05482","ANOIEJPP_05516"
"group_11735","","hypothetical protein","6","6","1","1","2291","","","","629","629","629","FAPEHDJO_00878","PECMOLEC_05856","GAOMCEMF_00658","HOKMPMND_07133","LGNEOHGC_06206","ANOIEJPP_07010"
"ihfB","","Integration host factor subunit beta","6","6","1","1","12895","","","","299","299","299","FAPEHDJO_05365","PECMOLEC_03805","GAOMCEMF_06334","HOKMPMND_04986","LGNEOHGC_01463","ANOIEJPP_03987"
"cheW_4","","Chemotaxis protein CheW","6","6","1","1","1282","","","","476","476","476","FAPEHDJO_04539","PECMOLEC_02956","GAOMCEMF_02302","HOKMPMND_00873","LGNEOHGC_02282","ANOIEJPP_03167"
"rpsH","","30S ribosomal protein S8","6","6","1","1","6461","","","","398","398","398","FAPEHDJO_06816","PECMOLEC_05293","GAOMCEMF_04873","HOKMPMND_03515","LGNEOHGC_00037","ANOIEJPP_05456"
"lrp_2","","Leucine-responsive regulatory protein","6","6","1","1","11100","","","","461","461","461","FAPEHDJO_02081","PECMOLEC_00348","GAOMCEMF_04768","HOKMPMND_03412","LGNEOHGC_04794","ANOIEJPP_00589"
"gph_3","","Phosphoglycolate phosphatase","6","6","1","1","4683","","","","443","860","694","FAPEHDJO_02734","PECMOLEC_01140","GAOMCEMF_04011","HOKMPMND_02705","LGNEOHGC_04060","ANOIEJPP_01277"
"group_11740","","hypothetical protein","6","6","1","1","3818","","","","491","491","491","FAPEHDJO_03586","PECMOLEC_01921","GAOMCEMF_03232","HOKMPMND_01872","LGNEOHGC_03208","ANOIEJPP_02114"
"groS1","","10 kDa chaperonin 1","6","6","1","1","10885","","","","296","296","296","FAPEHDJO_05844","PECMOLEC_04274","GAOMCEMF_05855","HOKMPMND_04539","LGNEOHGC_01023","ANOIEJPP_04460"
"oppD_3","","Oligopeptide transport ATP-binding protein OppD","6","6","1","1","3927","","","","1007","1007","1007","FAPEHDJO_03677","PECMOLEC_02019","GAOMCEMF_03140","HOKMPMND_01779","LGNEOHGC_03116","ANOIEJPP_02216"
"group_11748","","hypothetical protein","6","6","1","1","4248","","","","206","206","206","FAPEHDJO_03771","PECMOLEC_02134","GAOMCEMF_03043","HOKMPMND_01673","LGNEOHGC_03019","ANOIEJPP_02325"
"group_11749","","hypothetical protein","6","6","1","1","11205","","","","347","347","347","FAPEHDJO_02162","PECMOLEC_00436","GAOMCEMF_04685","HOKMPMND_03332","LGNEOHGC_04719","ANOIEJPP_00678"
"group_1175","","hypothetical protein","6","6","1","1","4670","","","","629","1190","1096","FAPEHDJO_02744","PECMOLEC_01151","GAOMCEMF_04000","HOKMPMND_02695","LGNEOHGC_04049","ANOIEJPP_01289"
"group_11750","","hypothetical protein","6","6","1","1","6101","","","","581","581","581","FAPEHDJO_06521","PECMOLEC_04987","GAOMCEMF_05189","HOKMPMND_03829","LGNEOHGC_00326","ANOIEJPP_05154"
"group_11751","","hypothetical protein","6","6","1","1","5967","","","","296","296","296","FAPEHDJO_06409","PECMOLEC_04871","GAOMCEMF_05301","HOKMPMND_03941","LGNEOHGC_00436","ANOIEJPP_05041"
"group_11752","","hypothetical protein","6","6","1","1","9179","","","","497","497","497","FAPEHDJO_06031","PECMOLEC_04489","GAOMCEMF_05661","HOKMPMND_04354","LGNEOHGC_00837","ANOIEJPP_04656"
"group_11753","","hypothetical protein","6","6","1","1","5349","","","","266","266","266","FAPEHDJO_01036","PECMOLEC_07083","GAOMCEMF_01317","HOKMPMND_00010","LGNEOHGC_05452","ANOIEJPP_05547"
"group_11754","","hypothetical protein","6","6","1","1","7908","","","","173","173","173","FAPEHDJO_04161","PECMOLEC_02579","GAOMCEMF_02655","HOKMPMND_01218","LGNEOHGC_02632","ANOIEJPP_02775"
"nusG","","Transcription termination/antitermination protein NusG","6","6","1","1","6432","","","","530","530","530","FAPEHDJO_06789","PECMOLEC_05264","GAOMCEMF_04901","HOKMPMND_03543","LGNEOHGC_00065","ANOIEJPP_05428"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","6","6","1","1","7906","","","","494","494","494","FAPEHDJO_04163","PECMOLEC_02581","GAOMCEMF_02653","HOKMPMND_01216","LGNEOHGC_02630","ANOIEJPP_02777"
"group_11757","","hypothetical protein","6","6","1","1","3459","","","","650","650","650","FAPEHDJO_03314","PECMOLEC_01645","GAOMCEMF_03496","HOKMPMND_02137","LGNEOHGC_03535","ANOIEJPP_01839"
"mdh","","Malate dehydrogenase","6","6","1","1","1339","","","","962","962","962","FAPEHDJO_04590","PECMOLEC_03011","GAOMCEMF_02252","HOKMPMND_00822","LGNEOHGC_02232","ANOIEJPP_03219"
"group_11759","","hypothetical protein","6","6","1","1","1564","","","","155","155","155","FAPEHDJO_04737","PECMOLEC_03162","GAOMCEMF_02073","HOKMPMND_00658","LGNEOHGC_02086","ANOIEJPP_03364"
"fpuC","","Petrobactin import ATP-binding protein FpuC","6","6","1","1","4662","","","","413","752","693","FAPEHDJO_02750","PECMOLEC_01159","GAOMCEMF_03993","HOKMPMND_02689","LGNEOHGC_04043","ANOIEJPP_01295"
"group_11760","","hypothetical protein","6","6","1","1","5965","","","","143","143","143","FAPEHDJO_06407","PECMOLEC_04869","GAOMCEMF_05303","HOKMPMND_03943","LGNEOHGC_00438","ANOIEJPP_05039"
"group_11761","rpsU_2","30S ribosomal protein S21","6","6","1","1","1920","","","","239","239","239","FAPEHDJO_06307","PECMOLEC_04768","GAOMCEMF_05404","HOKMPMND_04059","LGNEOHGC_00538","ANOIEJPP_04938"
"group_11762","","hypothetical protein","6","6","1","1","10412","","","","206","206","206","FAPEHDJO_05583","PECMOLEC_04020","GAOMCEMF_06083","HOKMPMND_04762","LGNEOHGC_01247","ANOIEJPP_04200"
"chvE","","Multiple sugar-binding periplasmic receptor ChvE","6","6","1","1","4017","","","","1064","1064","1064","FAPEHDJO_03744","PECMOLEC_02090","GAOMCEMF_03070","HOKMPMND_01714","LGNEOHGC_03047","ANOIEJPP_02283"
"ndhC_2","","NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic","6","6","1","1","6341","","","","368","368","368","FAPEHDJO_06729","PECMOLEC_05196","GAOMCEMF_04984","HOKMPMND_03608","LGNEOHGC_00125","ANOIEJPP_05361"
"group_11765","","hypothetical protein","6","6","1","1","1186","","","","557","557","557","FAPEHDJO_04457","PECMOLEC_02874","GAOMCEMF_02382","HOKMPMND_00948","LGNEOHGC_02361","ANOIEJPP_03086"
"nuoK_2","","NADH-quinone oxidoreductase subunit K","6","6","1","1","6354","","","","308","308","308","FAPEHDJO_06741","PECMOLEC_05209","GAOMCEMF_04972","HOKMPMND_03595","LGNEOHGC_00113","ANOIEJPP_05375"
"cheY_1","","Chemotaxis protein CheY","6","6","1","1","11711","","","","362","362","362","FAPEHDJO_03913","PECMOLEC_02275","GAOMCEMF_02905","HOKMPMND_01535","LGNEOHGC_02878","ANOIEJPP_02465"
"pstB","","Phosphate import ATP-binding protein PstB","6","6","1","1","10519","","","","815","815","815","FAPEHDJO_05495","PECMOLEC_03930","GAOMCEMF_06173","HOKMPMND_04854","LGNEOHGC_01333","ANOIEJPP_04113"
"group_11769","","hypothetical protein","6","6","1","1","10300","","","","347","347","347","FAPEHDJO_05679","PECMOLEC_04112","GAOMCEMF_05994","HOKMPMND_04672","LGNEOHGC_01156","ANOIEJPP_04290"
"aptB","","Apulose-4-phosphate transketolase subunit B","6","6","1","1","4659","","","","668","971","862","FAPEHDJO_02753","PECMOLEC_01163","GAOMCEMF_03990","HOKMPMND_02685","LGNEOHGC_04040","ANOIEJPP_01299"
"group_11770","","hypothetical protein","6","6","1","1","6284","","","","212","212","212","FAPEHDJO_06678","PECMOLEC_05147","GAOMCEMF_05032","HOKMPMND_03667","LGNEOHGC_00172","ANOIEJPP_05312"
"infC","","Translation initiation factor IF-3","6","6","1","1","8840","","","","656","656","656","FAPEHDJO_05183","PECMOLEC_03596","GAOMCEMF_06518","HOKMPMND_05150","LGNEOHGC_01646","ANOIEJPP_03819"
"pgsA","","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","6","6","1","1","6195","","","","590","590","590","FAPEHDJO_06606","PECMOLEC_05077","GAOMCEMF_05102","HOKMPMND_03744","LGNEOHGC_00239","ANOIEJPP_05240"
"group_11773","","hypothetical protein","6","6","1","1","11214","","","","143","143","143","FAPEHDJO_02168","PECMOLEC_00443","GAOMCEMF_04678","HOKMPMND_03324","LGNEOHGC_04713","ANOIEJPP_00685"
"group_11774","","hypothetical protein","6","6","1","1","10263","","","","236","236","236","FAPEHDJO_05712","PECMOLEC_04156","GAOMCEMF_05963","HOKMPMND_04642","LGNEOHGC_01125","ANOIEJPP_04331"
"group_11775","","hypothetical protein","6","6","1","1","3893","","","","239","239","239","FAPEHDJO_03650","PECMOLEC_01991","GAOMCEMF_03169","HOKMPMND_01809","LGNEOHGC_03144","ANOIEJPP_02185"
"group_11776","","hypothetical protein","6","6","1","1","8990","","","","200","200","200","FAPEHDJO_05053","PECMOLEC_03471","GAOMCEMF_06646","HOKMPMND_05268","LGNEOHGC_01767","ANOIEJPP_03694"
"rpsK","","30S ribosomal protein S11","6","6","1","1","6470","","","","389","389","389","FAPEHDJO_06825","PECMOLEC_05303","GAOMCEMF_04864","HOKMPMND_03506","LGNEOHGC_00029","ANOIEJPP_05465"
"group_11778","","hypothetical protein","6","6","1","1","6199","","","","635","635","635","FAPEHDJO_06609","PECMOLEC_05080","GAOMCEMF_05099","HOKMPMND_03740","LGNEOHGC_00236","ANOIEJPP_05243"
"atpE","","ATP synthase subunit c","6","6","1","1","10836","","","","227","227","227","FAPEHDJO_05890","PECMOLEC_04320","GAOMCEMF_05809","HOKMPMND_04500","LGNEOHGC_00979","ANOIEJPP_04507"
"group_11780","","hypothetical protein","6","6","1","1","7760","","","","206","206","206","FAPEHDJO_04299","PECMOLEC_02701","GAOMCEMF_02534","HOKMPMND_01097","LGNEOHGC_02509","ANOIEJPP_02903"
"cheY_4","","Chemotaxis protein CheY ","6","6","1","1","10344","","","","389","389","389","FAPEHDJO_05640","PECMOLEC_04071","GAOMCEMF_06033","HOKMPMND_04711","LGNEOHGC_01197","ANOIEJPP_04250"
"rpmJ","","50S ribosomal protein L36","6","6","1","1","7904","","","","125","125","125","FAPEHDJO_04165","PECMOLEC_02583","GAOMCEMF_02651","HOKMPMND_01214","LGNEOHGC_02628","ANOIEJPP_02779"
"nsrR","","HTH-type transcriptional repressor NsrR","6","6","1","1","10224","","","","482","482","482","FAPEHDJO_05734","PECMOLEC_04178","GAOMCEMF_05943","HOKMPMND_04621","LGNEOHGC_01105","ANOIEJPP_04350"
"rplU","","50S ribosomal protein L21","6","6","1","1","1502","","","","317","317","317","FAPEHDJO_04783","PECMOLEC_03215","GAOMCEMF_02028","HOKMPMND_00610","LGNEOHGC_02041","ANOIEJPP_03418"
"hslV","","ATP-dependent protease subunit HslV","6","6","1","1","7489","","","","485","485","485","FAPEHDJO_04894","PECMOLEC_03329","GAOMCEMF_01916","HOKMPMND_00499","LGNEOHGC_01929","ANOIEJPP_03533"
"acpXL","","Acyl carrier protein AcpXL","6","6","1","1","5649","","","","278","278","278","FAPEHDJO_02858","PECMOLEC_01261","GAOMCEMF_03884","HOKMPMND_02578","LGNEOHGC_03933","ANOIEJPP_01399"
"frcA_3","","Fructose import ATP-binding protein FrcA","6","6","1","1","4031","","","","782","782","782","FAPEHDJO_03753","PECMOLEC_02100","GAOMCEMF_03061","HOKMPMND_01705","LGNEOHGC_03037","ANOIEJPP_02292"
"group_11788","","hypothetical protein","6","6","1","1","11610","","","","785","785","785","FAPEHDJO_03825","PECMOLEC_02190","GAOMCEMF_02989","HOKMPMND_01619","LGNEOHGC_02965","ANOIEJPP_02378"
